CustomerID,Recency,Frequency,Monetary,Cluster
13522.0,29,5,125.8,0
13523.0,32,177,3755.38,0
13524.0,40,27,680.1800000000001,0
13525.0,14,6,628.78,0
13527.0,33,218,2218.61,0
13529.0,78,15,307.76,0
13531.0,204,22,483.8,1
13532.0,33,66,210.31,0
13533.0,182,75,269.09,1
13534.0,1,342,5613.08,0
13536.0,0,178,3444.39,0
13538.0,42,25,1280.85,0
13539.0,85,38,605.84,0
13544.0,39,78,276.06,0
13546.0,11,97,621.09,0
13548.0,95,123,678.16,0
13549.0,25,52,916.12,0
13551.0,318,4,91.8,1
13552.0,65,121,3539.53,0
13555.0,73,135,4098.88,0
13557.0,27,34,584.06,0
13558.0,5,169,594.52,0
13560.0,6,32,171.42000000000002,0
13561.0,215,14,141.86,1
13562.0,81,82,1799.33,0
13563.0,83,49,777.53,0
13564.0,143,83,623.3900000000001,0
13565.0,18,38,240.22,0
13566.0,40,169,856.84,0
13568.0,172,43,187.05,1
13569.0,16,79,338.62,0
13570.0,242,27,239.49,1
13571.0,12,340,2088.94,0
13572.0,205,33,1384.25,1
13573.0,49,25,290.25,0
13575.0,22,46,732.0699999999999,0
13576.0,9,130,6703.3,0
13577.0,24,85,1658.3,0
13579.0,14,23,467.04,0
13581.0,308,10,118.0,1
13583.0,155,53,781.03,1
13584.0,306,24,142.4,1
13587.0,31,11,347.0,0
13588.0,15,180,2445.12,0
13589.0,14,21,379.65,0
13590.0,10,89,1976.12,0
13591.0,64,58,1117.13,0
13592.0,35,16,247.96,0
13593.0,107,128,1965.08,0
13594.0,52,26,396.97,0
13596.0,5,146,664.11,0
13598.0,46,36,147.29,0
13599.0,0,263,5026.85,0
13600.0,311,19,219.52,1
13601.0,44,99,693.32,0
13602.0,64,23,428.89,0
13603.0,25,27,164.34,0
13606.0,28,40,276.75,0
13607.0,39,97,675.51,0
13610.0,11,217,1065.88,0
13611.0,88,74,1140.8,0
13614.0,23,195,1585.46,0
13615.0,312,24,399.99,1
13617.0,39,44,544.18,0
13618.0,173,13,177.34,1
13621.0,116,19,213.85,0
13623.0,30,83,652.4,0
13626.0,252,19,257.23,1
13627.0,58,94,1624.02,0
13629.0,22,59,7792.36,0
13630.0,4,80,1995.68,0
13631.0,99,12,3021.77,0
13632.0,24,146,2114.68,0
13634.0,32,186,1547.36,0
13635.0,67,62,1071.03,0
13636.0,36,64,941.62,0
13637.0,51,99,804.3,0
13638.0,15,8,122.64,0
13639.0,73,40,1033.34,0
13642.0,215,57,312.28,1
13643.0,30,28,519.44,0
13644.0,8,148,2597.52,0
13645.0,119,5,252.1,0
13647.0,9,79,1640.22,0
13649.0,256,23,346.6,1
13650.0,16,98,1809.34,0
13651.0,34,6,94.2,0
13652.0,45,63,1095.08,0
13654.0,42,166,2707.33,0
13655.0,113,56,932.97,0
13656.0,164,49,379.65,1
13657.0,10,16,382.14,0
13658.0,9,112,2421.47,0
13659.0,196,107,1540.65,1
13662.0,85,57,862.58,0
13663.0,178,13,189.47,1
13666.0,59,12,84.65,0
13667.0,148,83,299.05,1
13668.0,2,494,6162.31,0
13669.0,50,9,218.55,0
13670.0,74,25,349.7,0
13672.0,300,16,-71.46,1
13673.0,18,60,387.44,0
13675.0,150,25,486.8200000000001,1
13678.0,151,16,232.6,1
13680.0,0,215,2199.01,0
13681.0,17,57,827.83,0
13682.0,186,3,59.5,1
13684.0,285,30,62.13,1
13685.0,2,39,3119.44,0
13686.0,182,8,72.0,1
13689.0,62,6,910.0,0
13690.0,58,9,172.25,0
13692.0,24,55,1466.87,0
13693.0,324,4,-32.0,1
13694.0,3,584,62690.54,0
13695.0,30,90,2504.13,0
13697.0,38,12,151.29999999999998,0
13699.0,154,14,308.58000000000004,1
13700.0,25,194,2248.63,0
13703.0,317,1,99.5,1
13704.0,4,135,2295.31,0
13705.0,7,28,711.86,0
13706.0,302,20,330.79,1
13707.0,266,48,806.41,1
13708.0,270,49,285.33,1
13709.0,3,345,6228.71,0
13710.0,31,8,180.48,0
13711.0,218,13,252.06,1
13712.0,246,10,228.84,1
13715.0,280,107,1051.99,1
13716.0,268,21,138.28,1
13717.0,31,103,1432.26,0
13718.0,245,12,306.55,1
13719.0,14,60,1041.68,0
13720.0,116,43,799.9,0
13721.0,35,28,524.14,0
13722.0,119,86,2369.16,0
13723.0,216,6,199.85,1
13725.0,49,118,1809.81,0
13726.0,38,42,1079.66,0
13727.0,28,20,333.48,0
13728.0,36,63,1016.14,0
13730.0,135,43,752.6,0
13731.0,218,38,610.59,1
13732.0,27,33,491.86,0
13735.0,24,207,2764.48,0
13736.0,4,193,721.9,0
13737.0,199,30,339.6,1
13739.0,17,3,216.9,0
13740.0,240,23,350.75,1
13741.0,71,35,666.33,0
13742.0,16,315,3079.27,0
13743.0,2,42,1340.15,0
13744.0,94,63,1080.52,0
13745.0,150,26,291.54,1
13747.0,373,1,79.6,1
13748.0,95,28,948.25,0
13750.0,53,24,1647.26,0
13751.0,287,9,296.25,1
13752.0,123,75,1175.38,0
13753.0,287,35,741.26,1
13754.0,151,12,282.6,1
13755.0,3,322,2101.39,0
13756.0,1,143,5145.12,0
13758.0,11,117,3190.55,0
13759.0,32,25,659.4100000000001,0
13760.0,53,57,286.79,0
13761.0,49,70,1070.65,0
13762.0,203,14,3.552713678800501e-15,1
13763.0,62,17,1689.46,0
13764.0,70,207,1519.42,0
13767.0,1,399,16945.71,0
13769.0,1,143,2771.87,0
13771.0,63,120,2631.7,0
13772.0,33,173,1122.63,0
13774.0,81,22,345.0,0
13777.0,0,219,25748.35,0
13778.0,102,9,178.7,0
13780.0,6,57,360.01,0
13781.0,250,17,127.84,1
13782.0,12,113,908.86,0
13784.0,9,31,2462.79,0
13786.0,366,7,230.4,1
13787.0,75,31,309.04,0
13790.0,3,45,348.8,0
13791.0,42,17,1047.68,0
13792.0,65,13,195.55,0
13798.0,0,438,36352.87,0
13799.0,116,39,688.86,0
13800.0,309,33,558.32,1
13801.0,66,23,324.8,0
13802.0,137,66,3906.27,0
13803.0,254,17,277.07,1
13804.0,30,135,2588.39,0
13805.0,51,13,924.6,0
13806.0,63,10,256.38,0
13807.0,366,7,112.6,1
13808.0,5,76,1747.66,0
13809.0,304,12,155.05,1
13810.0,28,36,899.51,0
13811.0,183,14,591.75,1
13812.0,41,36,539.0,0
13813.0,39,71,1353.41,0
13814.0,55,58,1562.12,0
13815.0,21,177,4014.91,0
13816.0,23,33,555.04,0
13817.0,28,24,382.98,0
13819.0,301,36,1140.35,1
13821.0,144,59,385.64,1
13822.0,5,96,632.0,0
13823.0,18,40,957.66,0
13824.0,32,46,1698.94,0
13826.0,157,12,174.65,1
13827.0,57,92,409.8,0
13828.0,21,15,209.49,0
13829.0,358,1,-102.0,1
13831.0,15,72,2198.45,0
13832.0,17,4,40.95,0
13833.0,158,28,383.85,1
13835.0,24,55,834.57,0
13837.0,211,18,266.59000000000003,1
13838.0,5,165,674.82,0
13841.0,252,1,85.0,1
13842.0,58,206,3385.62,0
13844.0,10,20,361.62,0
13845.0,64,9,312.98,0
13846.0,24,58,847.61,0
13848.0,91,5,1255.0,0
13849.0,51,101,1537.95,0
13850.0,87,94,1586.81,0
13851.0,95,81,2651.46,0
13853.0,8,24,1056.94,0
13854.0,8,114,8025.019999999999,0
13856.0,168,17,363.4,1
13858.0,56,11,216.17,0
13859.0,325,28,201.16,1
13860.0,0,77,1240.0,0
13862.0,17,142,2187.31,0
13863.0,244,22,299.56,1
13865.0,57,30,501.56,0
13866.0,73,7,145.67000000000002,0
13867.0,30,60,1005.09,0
13868.0,6,33,3192.54,0
13869.0,122,304,3083.65,0
13870.0,1,118,2751.25,0
13871.0,22,338,6389.8,0
13873.0,119,24,381.7,0
13874.0,357,18,540.45,1
13875.0,53,104,1786.79,0
13876.0,63,7,122.7,0
13877.0,85,3,117.24,0
13878.0,54,35,1271.57,0
13880.0,20,165,3219.77,0
13881.0,3,180,16989.52,0
13882.0,2,66,1131.28,0
13883.0,0,155,2538.75,0
13884.0,6,60,781.3000000000001,0
13885.0,188,28,506.8,1
13886.0,70,16,243.56,0
13887.0,203,19,349.55,1
13888.0,119,39,595.67,0
13889.0,92,15,416.9,0
13890.0,0,114,1860.86,0
13892.0,26,27,632.97,0
13893.0,297,21,821.1,1
13894.0,21,30,535.97,0
13895.0,20,119,2588.12,0
13897.0,49,17,311.16,0
13898.0,325,12,155.93,1
13899.0,15,19,388.52,0
13900.0,182,43,740.95,1
13901.0,71,149,2867.2,0
13904.0,36,26,332.64,0
13908.0,79,126,2347.05,0
13911.0,56,148,2580.91,0
13914.0,3,34,613.95,0
13917.0,49,18,272.04,0
13918.0,49,30,1212.84,0
13919.0,52,33,350.16,0
13922.0,351,7,172.25,1
13923.0,53,20,351.13,0
13924.0,1,137,1682.08,0
13925.0,35,45,616.65,0
13926.0,22,11,223.85,0
13927.0,74,21,348.99,0
13928.0,10,27,464.57,0
13929.0,168,10,802.85,1
13930.0,57,17,337.34,0
13931.0,85,59,1230.93,0
13932.0,294,16,307.4,1
13933.0,108,23,608.7900000000001,0
13934.0,263,31,922.1,1
13936.0,170,27,361.28,1
13937.0,168,9,158.85,1
13938.0,34,7,71.66,0
13939.0,22,46,556.75,0
13940.0,16,49,839.14,0
13941.0,21,47,4912.41,0
13946.0,78,11,561.5699999999999,0
13947.0,64,5,90.6,0
13948.0,360,3,102.0,1
13949.0,2,160,2427.32,0
13950.0,10,36,728.56,0
13951.0,175,39,674.45,1
13952.0,210,138,3246.091,1
13953.0,6,20,3515.68,0
13954.0,1,30,378.59,0
13955.0,153,33,322.96,1
13956.0,4,147,1019.27,0
13958.0,371,5,-102.45,1
13959.0,78,90,594.04,0
13960.0,20,12,230.22,0
13962.0,21,11,169.55,0
13963.0,307,35,664.54,1
13967.0,145,2,80.7,1
13969.0,6,626,8956.92,0
13971.0,8,158,2702.2200000000003,0
13972.0,70,15,190.25,0
13973.0,286,11,264.7,1
13974.0,48,28,413.59,0
13975.0,30,331,2438.19,0
13976.0,206,10,357.98,1
13978.0,14,15,196.79,0
13979.0,72,54,869.87,0
13980.0,59,11,200.14,0
13982.0,38,115,1861.11,0
13983.0,29,112,2590.46,0
13984.0,26,17,488.03,0
13985.0,3,353,7024.53,0
13986.0,16,13,320.46,0
13988.0,19,239,4098.8,0
13989.0,65,41,1266.08,0
13990.0,212,16,311.3,1
13991.0,11,84,847.54,0
13992.0,29,5,76.8,0
13993.0,31,125,3409.66,0
13994.0,3,148,2274.14,0
13995.0,14,87,1383.49,0
13999.0,9,212,3865.26,0
14000.0,205,16,633.71,1
14001.0,45,40,2030.33,0
14002.0,133,47,529.73,0
14004.0,42,171,4582.64,0
14005.0,9,84,2874.72,0
14006.0,115,30,962.19,0
14009.0,197,44,685.9300000000001,1
14012.0,277,11,328.8,1
14013.0,109,34,473.02,0
14014.0,76,39,505.18,0
14015.0,52,20,917.34,0
14016.0,153,162,4328.46,1
14019.0,46,68,1398.96,0
14020.0,16,39,642.8,0
14021.0,154,22,631.9,1
14022.0,224,28,440.0,1
14023.0,6,31,584.07,0
14024.0,121,16,327.7,0
14027.0,60,6,104.82,0
14029.0,62,15,467.66,0
14030.0,17,242,2358.84,0
14031.0,6,258,14634.64,0
14032.0,1,152,2929.84,0
14034.0,21,89,509.09,0
14035.0,28,66,1428.02,0
14036.0,284,38,626.65,1
14037.0,175,28,147.20000000000002,1
14038.0,77,93,1554.48,0
14039.0,32,6,152.2,0
14040.0,40,235,3487.59,0
14041.0,265,21,141.41,1
14044.0,26,206,646.42,0
14045.0,108,6,1659.75,0
14046.0,283,14,154.99,1
14047.0,8,34,1290.01,0
14048.0,276,88,375.13,1
14049.0,16,495,5536.15,0
14050.0,31,54,746.36,0
14051.0,0,215,15477.34,0
14052.0,19,56,225.36,0
14053.0,123,4,260.25,0
14054.0,64,6,92.46,0
14055.0,105,10,725.6400000000001,0
14056.0,0,1110,8062.46,0
14057.0,23,290,6141.099999999999,0
14059.0,266,8,183.6,1
14060.0,4,203,6135.38,0
14062.0,9,111,10464.85,0
14064.0,28,79,1168.92,0
14066.0,266,7,152.55,1
14067.0,63,52,374.7,0
14068.0,319,24,265.85,1
14071.0,3,332,1306.16,0
14073.0,20,14,139.54,0
14075.0,4,43,942.26,0
14076.0,128,44,118.67,0
14077.0,40,42,499.42,0
14078.0,101,65,1049.37,0
14079.0,124,12,375.1,0
14080.0,32,4,45.6,0
14081.0,266,153,891.77,1
14082.0,364,29,182.25,1
14083.0,3,177,1002.9,0
14085.0,1,449,4408.54,0
14087.0,2,69,178.72,0
14088.0,9,590,50415.49,0
14089.0,56,13,158.75,0
14090.0,324,1,76.32000000000001,1
14092.0,7,217,4063.1,0
14093.0,11,100,433.86,0
14096.0,3,5128,57120.91,2
14098.0,36,21,147.35,0
14099.0,15,252,3092.9700000000003,0
14100.0,137,25,191.95,0
14101.0,73,35,5976.79,0
14102.0,4,63,1060.33,0
14104.0,154,21,216.21,1
14105.0,84,76,1260.33,0
14107.0,51,124,2688.48,0
14108.0,30,35,594.16,0
14109.0,22,14,80.2,0
14110.0,3,157,5669.65,0
14111.0,13,11,688.6,0
14112.0,22,173,2774.17,0
14113.0,3,40,1377.92,0
14114.0,273,15,386.53,1
14116.0,19,72,1382.74,0
14117.0,143,3,90.0,1
14119.0,353,1,-19.9,1
14121.0,3,161,2740.3,0
14124.0,83,5,419.58,0
14125.0,10,166,2720.63,0
14126.0,7,16,643.6300000000001,0
14127.0,122,44,709.71,0
14128.0,60,46,637.5,0
14129.0,1,52,1123.86,0
14130.0,318,66,480.91,1
14132.0,1,201,3580.13,0
14133.0,129,30,590.3399999999999,0
14135.0,1,134,4690.31,0
14138.0,1,46,965.88,0
14139.0,45,26,415.82,0
14140.0,3,67,920.05,0
14141.0,2,46,879.0300000000001,0
14142.0,372,22,311.81,1
14143.0,133,7,115.8,0
14145.0,46,12,3148.2,0
14146.0,8,245,2949.57,0
14147.0,48,6,468.4,0
14148.0,233,3,157.2,1
14149.0,212,40,259.43,1
14150.0,35,26,658.64,0
14152.0,74,50,611.09,0
14154.0,238,52,1345.62,1
14155.0,265,6,118.75,1
14156.0,9,1415,113214.59,2
14157.0,19,47,392.44,0
14158.0,39,41,507.66,0
14159.0,19,1183,4615.64,0
14161.0,215,104,1097.62,1
14162.0,173,25,289.36,1
14163.0,86,52,2445.91,0
14164.0,70,29,1631.77,0
14165.0,275,24,120.44,1
14167.0,38,50,562.59,0
14171.0,97,58,363.79,0
14173.0,10,29,450.84,0
14174.0,32,26,134.46,0
14175.0,50,164,3108.06,0
14176.0,296,32,574.0,1
14177.0,84,42,544.51,0
14178.0,8,318,1600.26,0
14179.0,40,157,701.57,0
14180.0,10,248,4640.77,0
14184.0,66,24,452.89,0
14185.0,330,3,197.65,1
14188.0,8,71,2018.91,0
14189.0,1,277,4604.31,0
14191.0,1,263,4660.01,0
14193.0,67,42,853.39,0
14194.0,4,604,11216.75,0
14195.0,201,8,962.7,1
14196.0,106,6,335.52,0
14198.0,3,44,663.5,0
14199.0,217,2,185.4,1
14201.0,59,39,688.04,0
14204.0,1,39,150.61,0
14205.0,10,39,218.78,0
14206.0,238,21,308.26,1
14208.0,94,10,151.74,0
14209.0,10,88,2067.13,0
14210.0,90,103,1900.89,0
14211.0,52,118,2208.3,0
14212.0,89,9,1070.48,0
14213.0,371,5,-1192.2,1
14214.0,30,70,1000.23,0
14215.0,11,109,1777.92,0
14216.0,2,59,1839.3,0
14217.0,1,107,1925.36,0
14218.0,42,12,169.48000000000002,0
14219.0,3,7,89.94,0
14220.0,246,21,632.4,1
14221.0,41,194,3427.85,0
14222.0,176,41,683.17,1
14223.0,91,61,975.23,0
14224.0,109,113,1009.73,0
14226.0,28,72,2184.24,0
14227.0,25,183,3315.71,0
14229.0,51,43,1450.6,0
14231.0,178,54,822.0600000000001,1
14232.0,31,118,2043.93,0
14233.0,43,36,1447.51,0
14234.0,21,147,754.12,0
14235.0,9,80,3093.86,0
14236.0,80,15,490.86,0
14237.0,372,9,161.0,1
14238.0,325,8,146.85,1
14239.0,42,116,2323.5,0
14240.0,29,42,890.34,0
14241.0,183,10,213.7,1
14242.0,234,16,280.55,1
14243.0,8,148,2535.88,0
14245.0,175,112,1677.48,1
14246.0,110,75,1474.06,0
14247.0,277,20,136.76999999999998,1
14248.0,317,8,302.58,1
14250.0,6,111,1904.05,0
14251.0,1,78,2879.7000000000003,0
14256.0,253,54,935.06,1
14257.0,50,107,3087.27,0
14258.0,8,112,12650.08,0
14259.0,141,5,120.0,1
14261.0,50,52,1163.45,0
14262.0,7,143,2618.23,0
14264.0,154,19,319.47,1
14265.0,108,31,530.18,0
14267.0,150,66,1279.09,1
14270.0,331,29,492.65,1
14271.0,225,10,112.32,1
14272.0,73,33,437.96,0
14273.0,50,29,559.97,0
14276.0,87,75,1019.39,0
14277.0,14,225,3928.8,0
14280.0,196,8,134.04,1
14282.0,2,154,3701.44,0
14284.0,30,34,578.45,0
14285.0,20,27,1910.01,0
14286.0,23,285,4595.81,0
14287.0,7,11,151.23000000000002,0
14288.0,211,17,413.85,1
14289.0,8,47,911.26,0
14290.0,10,103,2307.4500000000003,0
14291.0,1,238,3873.3,0
14292.0,7,108,4819.33,0
14293.0,2,61,1046.56,0
14295.0,39,7,154.70000000000002,0
14297.0,17,64,1284.06,0
14298.0,2,1640,50862.44,0
14299.0,7,162,2855.35,0
14300.0,18,3,43.2,0
14301.0,107,16,632.04,0
14304.0,222,27,197.1,1
14305.0,70,110,1803.76,0
14306.0,50,35,2083.42,0
14307.0,88,180,2995.72,0
14309.0,7,123,2319.68,0
14311.0,224,27,229.71,1
14312.0,46,87,1611.59,0
14314.0,106,8,120.0,0
14315.0,20,104,2456.98,0
14317.0,64,24,508.58,0
14320.0,206,42,343.11,1
14321.0,10,123,1530.75,0
14323.0,114,41,574.26,0
14326.0,234,9,166.85,1
14327.0,162,12,311.65,1
14329.0,8,268,4889.14,0
14331.0,123,28,462.66,0
14332.0,22,25,840.21,0
14333.0,63,19,351.45,0
14334.0,16,163,2539.46,0
14335.0,15,60,454.86,0
14336.0,16,90,1614.91,0
14338.0,157,34,554.22,1
14339.0,234,18,289.91,1
14340.0,218,6,134.7,1
14341.0,44,129,2151.08,0
14342.0,20,24,607.71,0
14344.0,126,71,889.9300000000001,0
14345.0,38,6,108.98,0
14346.0,120,60,1021.58,0
14348.0,259,18,409.57,1
14349.0,9,31,133.5,0
14350.0,270,21,258.7,1
14351.0,164,1,51.0,1
14352.0,156,47,1078.96,1
14353.0,214,6,90.6,1
14354.0,5,9,163.62,0
14355.0,365,11,174.4,1
14356.0,59,38,666.9399999999999,0
14357.0,42,40,225.12,0
14359.0,18,58,882.58,0
14360.0,31,117,2118.03,0
14362.0,21,37,151.5,0
14364.0,108,69,3717.35,0
14367.0,7,530,9134.12,0
14368.0,319,8,155.0,1
14371.0,294,4,100.5,1
14373.0,357,4,76.55,1
14375.0,184,66,235.56,1
14377.0,190,11,617.05,1
14379.0,43,46,348.1,0
14381.0,51,56,202.68,0
14382.0,25,126,615.49,0
14383.0,37,59,1247.69,0
14385.0,8,14,202.11,0
14386.0,296,7,142.4,1
14387.0,32,139,1727.6,0
14388.0,8,191,3172.04,0
14389.0,8,62,999.72,0
14390.0,9,289,4582.22,0
14393.0,217,5,67.95,1
14395.0,1,351,3444.11,0
14396.0,64,73,487.99,0
14397.0,0,95,2556.68,0
14400.0,140,26,559.7,1
14401.0,3,183,4039.98,0
14403.0,129,26,1426.31,0
14404.0,33,101,1409.72,0
14406.0,118,8,156.75,0
14407.0,106,76,2111.08,0
14408.0,10,106,2599.03,0
14409.0,70,55,1908.25,0
14410.0,15,282,573.45,0
14411.0,310,14,1063.0,1
14412.0,34,45,761.3299999999999,0
14413.0,361,22,121.05,1
14414.0,91,98,1485.13,0
14415.0,0,601,5766.85,0
14416.0,21,14,490.22,0
14418.0,3,124,1937.25,0
14419.0,10,202,1051.79,0
14420.0,84,30,385.87,0
14421.0,56,27,813.11,0
14422.0,0,222,4263.64,0
14423.0,217,3,265.2,1
14424.0,17,1,322.08,0
14426.0,18,264,3918.9,0
14427.0,49,17,363.34,0
14428.0,6,141,1209.37,0
14431.0,298,21,423.26,1
14432.0,9,377,2248.5,0
14434.0,21,12,1372.8,0
14436.0,98,9,89.06,0
14437.0,142,6,-43.400000000000006,1
14438.0,305,9,131.9,1
14439.0,319,32,2661.24,1
14440.0,7,55,2357.6800000000003,0
14441.0,0,59,1545.14,0
14442.0,1,68,1544.62,0
14443.0,53,98,1400.88,0
14446.0,0,277,1010.35,0
14447.0,18,70,1163.23,0
14448.0,8,20,375.35,0
14449.0,18,250,885.8,0
14450.0,180,40,483.25,1
14451.0,59,105,643.9,0
14452.0,10,60,259.05,0
14453.0,189,22,119.93,1
14456.0,4,954,3002.51,0
14457.0,310,4,113.64,1
14459.0,154,37,1837.92,1
14460.0,109,17,383.34,0
14461.0,147,180,2103.06,0
14462.0,63,239,1942.45,0
14463.0,97,6,529.62,0
14465.0,246,123,1038.44,1
14466.0,28,72,2272.4,0
14467.0,17,89,596.26,0
14470.0,11,43,461.19,0
14472.0,103,265,1852.67,0
14473.0,73,7,234.34000000000003,0
14474.0,42,30,537.71,0
14475.0,71,47,799.82,0
14476.0,256,17,193.0,1
14477.0,19,11,1307.81,0
14479.0,253,18,316.25,1
14480.0,10,13,279.05,0
14481.0,164,30,636.51,1
14482.0,17,137,2022.81,0
14483.0,149,10,129.2,1
14484.0,49,14,321.92,0
14485.0,38,46,162.8,0
14487.0,26,141,1152.73,0
14488.0,50,49,1047.43,0
14489.0,206,30,463.38,1
14491.0,174,17,340.93,1
14493.0,6,123,2362.84,0
14494.0,25,7,139.56,0
14495.0,50,6,123.8,0
14496.0,311,19,538.8100000000001,1
14497.0,300,31,457.47,1
14498.0,42,193,1957.32,0
14499.0,25,190,808.44,0
14500.0,87,7,356.85,0
14501.0,63,12,190.31,0
14502.0,19,615,2310.18,0
14503.0,2,164,3543.26,0
14504.0,46,107,673.26,0
14505.0,16,789,5772.49,0
14506.0,16,295,1960.65,0
14507.0,23,97,1352.88,0
14508.0,21,55,268.05,0
14511.0,10,71,1267.41,0
14512.0,187,23,275.28,1
14513.0,100,18,438.49,0
14514.0,60,69,990.2,0
14515.0,17,98,2076.89,0
14517.0,32,18,330.45,0
14518.0,63,16,174.37,0
14520.0,1,4,270.6,0
14522.0,23,17,974.54,0
14523.0,107,12,241.09,0
14524.0,31,197,1843.83,0
14525.0,8,289,4105.07,0
14527.0,2,1010,7709.69,0
14528.0,36,18,364.22,0
14529.0,59,213,578.61,0
14530.0,25,213,2862.11,0
14532.0,235,64,932.85,1
14533.0,24,65,1812.62,0
14534.0,2,547,4025.6,0
14535.0,58,331,2831.74,0
14536.0,259,18,170.95,1
14537.0,57,10,355.56,0
14538.0,64,19,388.25,0
14539.0,15,32,537.48,0
14540.0,9,71,952.66,0
14541.0,58,105,1453.35,0
14542.0,185,5,103.25,1
14543.0,3,105,2916.17,0
14544.0,23,111,2004.3,0
14546.0,3,415,2482.86,0
14547.0,3,356,3953.95,0
14548.0,150,4,652.8,1
14549.0,310,56,289.24,1
14550.0,10,47,757.37,0
14551.0,17,10,186.23,0
14552.0,151,57,164.22,1
14553.0,18,113,859.27,0
14554.0,9,203,2279.49,0
14555.0,56,19,312.54,0
14557.0,63,32,0.0,0
14560.0,6,76,2174.18,0
14561.0,75,69,1080.76,0
14562.0,3,441,4676.62,0
14565.0,95,129,3073.77,0
14566.0,110,4,1432.0,0
14567.0,34,34,1524.46,0
14569.0,0,12,227.39,0
14570.0,280,29,218.06,1
14572.0,2,265,2775.39,0
14573.0,179,233,1590.12,1
14576.0,371,1,35.400000000000006,1
14577.0,12,123,859.71,0
14578.0,2,24,168.63,0
14581.0,16,17,138.6,0
14582.0,40,6,114.11,0
14583.0,5,302,986.96,0
14584.0,168,99,1020.06,1
14585.0,49,29,157.05,0
14586.0,226,27,134.16,1
14587.0,18,372,1577.39,0
14589.0,371,3,39.75,1
14591.0,14,176,1320.21,0
14592.0,34,158,557.94,0
14593.0,21,151,617.15,0
14594.0,6,52,363.33,0
14595.0,19,102,1740.6,0
14597.0,10,47,866.24,0
14598.0,43,50,221.97,0
14600.0,305,25,393.33,1
14601.0,10,7,213.96,0
14603.0,274,2,660.0,1
14606.0,0,2759,11633.35,0
14607.0,15,109,10981.1,0
14608.0,3,20,1785.15,0
14609.0,71,4,601.56,0
14616.0,242,3,406.08,1
14618.0,8,17,538.59,0
14619.0,238,22,379.51,1
14620.0,203,30,393.28,1
14621.0,0,96,1765.76,0
14622.0,184,21,320.58000000000004,1
14623.0,31,134,866.8000000000001,0
14624.0,56,13,225.85,0
14625.0,184,57,848.48,1
14626.0,8,126,2757.07,0
14627.0,311,5,-21.85,1
14628.0,90,24,671.96,0
14629.0,3,151,935.46,0
14631.0,50,41,1006.98,0
14632.0,262,8,114.56,1
14633.0,265,20,344.90000000000003,1
14636.0,35,28,609.85,0
14638.0,50,16,443.6,0
14639.0,51,175,2952.34,0
14640.0,15,112,2024.45,0
14641.0,21,7,110.46,0
14642.0,58,2,96.12,0
14643.0,169,34,668.61,1
14644.0,8,29,780.46,0
14645.0,156,30,597.09,1
14646.0,1,2085,279489.02,2
14647.0,200,28,236.04,1
14649.0,4,186,1402.59,0
14651.0,66,101,653.75,0
14652.0,76,29,114.18,0
14653.0,0,234,1926.65,0
14655.0,3,50,1930.15,0
14656.0,168,80,291.05,1
14657.0,17,127,838.27,0
14658.0,4,29,247.15,0
14659.0,8,259,2456.53,0
14660.0,86,30,285.74,0
14661.0,26,4,107.95,0
14662.0,28,157,741.37,0
14664.0,19,98,636.24,0
14665.0,60,117,1258.38,0
14666.0,23,14,195.25,0
14667.0,10,570,9165.04,0
14669.0,241,166,1259.24,1
14670.0,279,123,392.86,1
14672.0,234,61,765.55,1
14673.0,2,74,1736.4,0
14675.0,15,97,596.36,0
14676.0,30,44,2543.24,0
14679.0,371,1,-2.55,1
14680.0,24,320,26932.34,0
14681.0,70,7,498.95,0
14682.0,187,2,52.0,1
14684.0,25,390,1201.51,0
14687.0,106,15,628.38,0
14688.0,7,356,5055.61,0
14689.0,208,13,112.8,1
14690.0,43,52,341.96,0
14691.0,30,71,2114.33,0
14692.0,136,69,582.05,0
14693.0,264,8,172.9,1
14696.0,3,133,2070.97,0
14697.0,217,22,188.61,1
14698.0,1,200,1217.27,0
14699.0,213,8,109.13,1
14700.0,31,112,2195.1,0
14701.0,10,342,2462.94,0
14702.0,0,343,3210.29,0
14703.0,14,22,318.17,0
14704.0,10,393,1493.96,0
14705.0,198,1,179.0,1
14708.0,2,29,1096.67,0
14709.0,14,197,4911.14,0
14710.0,13,136,599.48,0
14711.0,9,347,2809.02,0
14712.0,28,25,917.07,0
14713.0,8,340,2660.1,0
14714.0,23,10,160.19,0
14715.0,24,71,867.38,0
14716.0,42,51,307.51,0
14719.0,1,236,1571.89,0
14720.0,5,37,663.81,0
14722.0,146,28,180.42,1
14723.0,9,259,1122.36,0
14725.0,24,47,655.58,0
14727.0,273,10,268.58,1
14729.0,373,71,313.49,1
14730.0,0,462,1897.57,0
14731.0,46,45,380.02,0
14732.0,7,149,2686.34,0
14733.0,8,216,9451.54,0
14735.0,3,205,5807.6900000000005,0
14737.0,3,17,1164.55,0
14738.0,38,56,1289.94,0
14739.0,1,61,3899.1,0
14740.0,190,93,1423.21,1
14741.0,11,59,1400.34,0
14744.0,15,28,1088.53,0
14745.0,112,70,1167.16,0
14747.0,247,19,294.3,1
14748.0,28,92,1311.79,0
14752.0,43,5,389.64,0
14753.0,86,30,563.15,0
14754.0,44,41,638.05,0
14755.0,9,237,4965.38,0
14756.0,14,38,738.96,0
